route_id,vehicle_type,hour_of_day,day_of_week,distance_km,actual_travel_time_minutes
2,bus,21,monday,3.35,13.35
1,bus,3,tuesday,3.34,10.36
3,jeepney,5,monday,3.1,8.68
3,jeepney,12,monday,2.09,7.05
2,e-jeep,22,sunday,4.78,10.35
2,bus,11,thursday,5.43,20.26
3,e-jeep,8,tuesday,6.21,36.14
2,e-jeep,15,tuesday,5.14,16.38
3,jeepney,1,sunday,0.83,1.87
2,jeepney,19,saturday,2.82,15.35
1,bus,2,saturday,6.09,16.25
1,e-jeep,9,saturday,4.13,19.57
2,bus,17,friday,0.44,3.07
1,e-jeep,12,thursday,2.72,8.32
1,e-jeep,1,tuesday,4.59,10.42
3,e-jeep,5,thursday,3.62,8.96
2,e-jeep,3,friday,5.5,12.87
3,bus,18,thursday,3.96,27.25
1,bus,12,wednesday,4.11,15.29
3,bus,11,sunday,7.83,28.04
3,jeepney,1,tuesday,6.74,18.42
3,bus,0,sunday,7.16,20.44
2,jeepney,11,wednesday,3.47,12.45
1,jeepney,7,saturday,2.7,15.24
1,bus,9,monday,2.9,22.85
1,e-jeep,14,saturday,6.95,17.94
2,e-jeep,0,saturday,3.92,8.86
2,e-jeep,18,thursday,2.78,16.21
1,e-jeep,22,saturday,1.89,3.95
2,bus,5,friday,2.61,7.77
2,jeepney,20,sunday,7.8,24.26
1,bus,9,wednesday,0.67,4.51
1,e-jeep,19,saturday,7.68,35.2
1,bus,18,wednesday,2.4,17.27
2,bus,13,tuesday,2.97,12.74
3,e-jeep,9,thursday,5.41,30.42
2,e-jeep,8,friday,4.27,22.67
1,bus,0,saturday,5.72,15.04
2,bus,6,saturday,7.71,25.82
2,e-jeep,20,friday,6.53,18.54
3,e-jeep,23,saturday,0.76,1.67
1,e-jeep,7,tuesday,6.05,31.66
2,e-jeep,10,sunday,6.69,18.76
2,jeepney,8,sunday,2.51,13.99
3,bus,7,thursday,2.14,16.49
1,jeepney,9,thursday,4.04,22.7
3,e-jeep,1,tuesday,1.53,3.9
2,e-jeep,21,friday,1.66,4.71
2,bus,0,monday,6.92,23.72
2,bus,2,thursday,7.21,22.46
2,jeepney,23,sunday,1.38,3.41
3,bus,3,friday,5.41,17.09
2,bus,15,monday,2.13,9.07
2,e-jeep,18,saturday,3.3,15.05
2,jeepney,6,tuesday,1.12,3.91
2,e-jeep,13,wednesday,6.94,22.41
2,bus,22,monday,2.74,8.88
1,bus,8,sunday,7.51,48.56
2,bus,9,monday,5.27,35.99
3,jeepney,21,sunday,7.54,21.21
1,bus,8,friday,3.26,23.19
2,bus,21,monday,4.42,18.46
2,e-jeep,0,thursday,7.44,16.74
1,e-jeep,7,wednesday,1.92,9.86
3,e-jeep,10,sunday,6.2,16.42
2,jeepney,2,sunday,6.3,14.63
2,bus,10,saturday,3.55,11.57
1,jeepney,22,wednesday,4.2,11.47
3,bus,17,saturday,2.82,17.29
3,jeepney,20,tuesday,5.15,16.4
1,jeepney,12,tuesday,5.14,17.66
1,jeepney,5,tuesday,4.28,10.62
1,bus,19,saturday,3.46,20.44
2,e-jeep,23,tuesday,2.31,5.38
2,e-jeep,6,monday,3.49,11.03
3,e-jeep,7,monday,7.6,38.83
3,bus,20,tuesday,7.28,27.07
2,jeepney,22,sunday,1.6,3.77
3,e-jeep,8,tuesday,0.99,5.52
1,bus,0,saturday,4.35,11.6
3,e-jeep,15,monday,2.03,6.39
2,e-jeep,23,thursday,3.24,7.86
3,jeepney,6,sunday,2.48,6.99
1,e-jeep,13,sunday,1.42,3.83
1,e-jeep,19,thursday,7.29,40.61
3,bus,14,monday,0.38,1.61
3,e-jeep,12,saturday,1.93,5.13
3,e-jeep,19,wednesday,0.86,4.65
2,jeepney,7,thursday,7.29,40.93
3,bus,22,saturday,6.54,19.76
3,bus,12,wednesday,7.83,30.48
3,jeepney,1,friday,1.68,4.73
2,e-jeep,14,tuesday,0.99,2.87
1,e-jeep,8,monday,2.71,13.73
2,e-jeep,23,wednesday,7.43,18.47
3,e-jeep,8,friday,2.71,13.91
3,e-jeep,15,sunday,7.62,19.7
3,bus,14,monday,1.75,7.54
1,jeepney,15,wednesday,1.56,5.23
2,jeepney,1,thursday,3.05,7.87
2,e-jeep,15,monday,6.81,19.3
2,jeepney,2,tuesday,6.98,19.62
3,jeepney,16,sunday,2.4,11.9
1,bus,18,monday,4.35,31.28
1,e-jeep,7,sunday,4.14,21.0
1,e-jeep,9,saturday,7.86,39.68
3,e-jeep,3,sunday,2.79,6.3
3,e-jeep,21,thursday,3.8,10.63
3,bus,0,wednesday,7.77,24.26
2,e-jeep,23,saturday,7.28,14.5
1,jeepney,1,sunday,5.26,12.55
3,jeepney,2,friday,7.63,20.74
2,e-jeep,5,tuesday,7.73,17.53
1,jeepney,6,tuesday,3.29,11.14
3,bus,4,monday,2.6,7.94
2,bus,21,friday,1.31,5.1
3,e-jeep,6,thursday,3.73,11.39
3,e-jeep,19,thursday,0.99,5.47
3,e-jeep,5,thursday,5.16,13.25
2,bus,14,saturday,2.03,6.86
2,jeepney,16,saturday,5.28,29.81
2,e-jeep,2,sunday,3.98,8.8
3,jeepney,9,sunday,2.21,11.78
1,bus,17,monday,7.36,53.41
2,bus,13,monday,3.88,14.99
2,e-jeep,8,friday,0.93,5.07
3,jeepney,21,thursday,1.68,5.9
1,e-jeep,2,thursday,7.05,17.49
3,bus,14,sunday,5.46,18.62
2,e-jeep,5,tuesday,1.73,3.99
2,bus,21,monday,3.64,15.78
1,e-jeep,0,tuesday,5.35,12.92
3,e-jeep,23,friday,5.89,14.6
2,bus,22,saturday,7.72,20.9
1,e-jeep,4,tuesday,0.41,1.05
3,jeepney,6,sunday,0.51,1.48
3,jeepney,7,thursday,6.78,38.86
1,bus,2,wednesday,6.23,21.13
1,e-jeep,3,tuesday,7.25,16.76
2,e-jeep,15,monday,6.92,20.48
2,jeepney,18,sunday,6.72,38.16
1,jeepney,20,sunday,5.79,15.59
3,e-jeep,18,friday,5.93,29.95
2,jeepney,12,thursday,4.25,13.68
2,bus,7,saturday,0.77,5.28
2,bus,17,monday,2.36,16.77
1,e-jeep,15,friday,7.53,23.16
2,bus,0,tuesday,2.52,8.48
2,e-jeep,7,friday,1.99,10.19
3,e-jeep,22,saturday,3.91,7.69
3,bus,12,thursday,6.71,26.12
2,bus,15,sunday,7.78,28.61
2,jeepney,22,saturday,0.96,2.23
1,jeepney,5,friday,4.09,10.42
2,e-jeep,7,tuesday,4.59,23.18
2,e-jeep,11,saturday,1.52,3.77
1,bus,2,wednesday,3.62,11.37
3,jeepney,7,thursday,2.29,14.24
1,e-jeep,17,wednesday,7.2,37.17
3,bus,21,monday,5.74,21.49
2,e-jeep,3,monday,6.32,14.91
3,jeepney,1,friday,1.11,2.9
2,jeepney,5,saturday,2.55,5.97
2,bus,23,sunday,1.06,2.88
1,e-jeep,3,sunday,1.85,3.59
1,jeepney,15,wednesday,2.51,8.83
2,e-jeep,22,sunday,3.5,7.16
1,jeepney,16,thursday,6.36,40.92
2,e-jeep,13,thursday,7.63,22.83
2,bus,0,thursday,1.42,4.93
1,bus,2,wednesday,2.72,8.08
2,jeepney,1,thursday,6.15,15.99
1,bus,18,monday,7.83,52.88
3,bus,9,thursday,3.4,24.03
2,bus,23,saturday,2.72,7.76
3,e-jeep,19,tuesday,5.69,31.31
3,jeepney,19,sunday,5.06,26.92
3,e-jeep,12,sunday,1.82,4.9
3,jeepney,10,thursday,5.88,18.88
3,jeepney,17,wednesday,1.95,11.8
3,e-jeep,10,sunday,5.19,14.66
3,bus,8,tuesday,6.71,50.38
3,e-jeep,3,saturday,0.76,1.62
3,bus,11,monday,0.67,2.62
2,jeepney,9,friday,5.97,36.46
3,jeepney,18,friday,5.8,32.85
3,bus,19,tuesday,3.0,22.6
3,bus,21,tuesday,5.8,23.13
1,jeepney,10,friday,4.78,15.15
2,e-jeep,3,tuesday,5.78,13.18
1,jeepney,1,thursday,7.14,19.11
1,e-jeep,11,saturday,4.35,11.19
2,bus,8,friday,4.14,30.48
3,e-jeep,15,saturday,7.79,19.32
3,jeepney,4,thursday,5.78,16.38
3,bus,16,monday,5.65,41.39
3,jeepney,5,friday,3.14,7.81
2,bus,3,monday,3.15,10.43
1,bus,3,wednesday,2.65,8.65
2,e-jeep,0,sunday,1.4,2.79
1,e-jeep,9,wednesday,1.96,10.17
1,e-jeep,3,friday,2.98,6.75
2,e-jeep,18,wednesday,4.66,23.89
2,e-jeep,23,sunday,4.96,9.93
3,bus,14,sunday,3.76,13.19
2,bus,2,sunday,5.11,13.94
1,e-jeep,12,wednesday,4.47,12.49
3,e-jeep,8,saturday,0.98,4.91
3,jeepney,20,sunday,6.24,18.66
1,bus,20,friday,0.96,3.58
3,bus,1,friday,4.32,13.29
1,bus,3,saturday,7.51,22.03
2,jeepney,6,tuesday,6.69,21.15
2,bus,2,sunday,4.41,12.63
1,bus,15,sunday,7.49,26.74
2,jeepney,0,sunday,4.36,10.3
1,jeepney,3,friday,1.59,4.5
1,e-jeep,4,wednesday,7.63,17.8
3,jeepney,10,tuesday,0.51,1.83
1,e-jeep,10,tuesday,3.48,10.74
1,e-jeep,1,tuesday,2.15,5.08
2,jeepney,16,sunday,4.18,20.55
1,e-jeep,10,thursday,4.56,14.7
2,jeepney,20,tuesday,7.34,26.51
3,bus,21,monday,2.2,8.72
2,jeepney,18,thursday,3.73,21.42
1,bus,4,wednesday,4.46,15.07
3,jeepney,13,friday,3.78,13.69
3,e-jeep,9,saturday,7.79,40.16
2,e-jeep,19,wednesday,6.76,37.59
3,e-jeep,6,friday,6.77,21.05
3,jeepney,17,friday,0.84,5.45
1,bus,4,saturday,4.58,13.21
1,e-jeep,19,friday,7.67,43.09
2,bus,20,wednesday,7.84,30.35
1,e-jeep,21,wednesday,2.93,8.85
2,bus,0,saturday,1.33,3.47
2,bus,0,monday,5.48,17.78
3,bus,15,sunday,3.32,12.38
3,bus,2,friday,0.54,1.64
2,bus,21,monday,3.02,11.5
2,bus,12,tuesday,6.76,25.75
1,jeepney,14,wednesday,7.51,25.26
3,jeepney,0,sunday,2.46,5.34
1,e-jeep,2,sunday,5.02,10.82
1,bus,7,thursday,7.75,60.88
3,e-jeep,22,friday,1.91,4.82
2,bus,3,sunday,2.44,6.79
3,jeepney,6,saturday,5.99,16.9
3,bus,5,monday,4.83,14.87
2,jeepney,18,sunday,2.06,10.82
1,e-jeep,21,monday,7.94,23.11
3,bus,8,saturday,4.61,29.37
3,e-jeep,21,saturday,0.7,1.71
2,e-jeep,8,monday,5.54,30.38
3,e-jeep,1,saturday,2.03,4.39
3,e-jeep,14,wednesday,0.34,1.07
3,jeepney,0,saturday,2.04,4.59
1,jeepney,6,tuesday,2.84,10.18
1,bus,0,thursday,3.63,12.57
2,bus,8,tuesday,1.13,8.58
1,e-jeep,10,friday,6.41,17.96
3,bus,14,sunday,1.04,3.65
1,jeepney,1,monday,3.21,8.06
1,bus,4,monday,7.38,23.84
3,e-jeep,20,thursday,0.81,2.36
1,bus,9,sunday,3.24,21.91
1,e-jeep,19,sunday,5.38,27.69
2,e-jeep,13,friday,5.07,15.61
1,bus,14,friday,2.83,11.91
1,jeepney,19,saturday,0.82,4.13
3,jeepney,4,saturday,4.22,10.02
3,e-jeep,19,thursday,1.73,10.02
1,jeepney,4,wednesday,4.8,12.77
2,bus,9,friday,7.12,49.6
2,jeepney,9,friday,2.94,18.2
3,jeepney,18,saturday,5.52,31.31
3,bus,1,thursday,2.95,8.77
1,bus,2,wednesday,1.76,5.65
2,bus,19,saturday,2.85,17.8
3,e-jeep,9,thursday,2.83,16.48
2,jeepney,7,monday,5.22,30.69
3,e-jeep,6,tuesday,4.0,11.51
3,e-jeep,12,tuesday,3.38,9.64
2,jeepney,0,monday,3.06,8.09
2,jeepney,14,tuesday,5.16,16.13
1,e-jeep,0,tuesday,1.82,4.61
3,e-jeep,5,wednesday,6.83,17.09
1,jeepney,5,sunday,2.32,5.75
1,bus,12,saturday,6.36,23.59
2,jeepney,14,tuesday,3.15,10.72
3,jeepney,19,thursday,7.06,45.99
1,jeepney,6,tuesday,4.4,14.22
3,e-jeep,13,saturday,2.18,6.13
3,bus,6,sunday,4.42,14.69
1,e-jeep,1,saturday,6.43,12.66
3,bus,15,tuesday,5.9,22.57
3,bus,2,tuesday,4.22,12.98
3,bus,11,thursday,4.3,18.13
2,bus,16,saturday,4.02,23.7
2,e-jeep,18,thursday,5.21,27.16
1,bus,6,tuesday,7.19,28.98
2,jeepney,6,wednesday,3.57,12.14
2,jeepney,8,friday,0.95,5.53
2,e-jeep,16,wednesday,2.07,12.19
3,bus,10,thursday,3.77,15.24
2,e-jeep,10,wednesday,3.24,10.25
2,jeepney,20,monday,3.07,10.97
3,bus,17,saturday,0.9,5.9
1,jeepney,3,monday,3.07,8.13
1,e-jeep,21,wednesday,2.23,6.44
2,bus,6,saturday,4.95,18.28
3,bus,17,wednesday,0.37,2.78
2,e-jeep,12,sunday,4.77,12.14
3,e-jeep,16,sunday,7.63,34.19
1,jeepney,23,saturday,1.92,4.65
3,bus,14,saturday,6.57,23.45
2,jeepney,6,thursday,6.23,20.13
2,jeepney,14,sunday,4.6,13.61
1,bus,9,saturday,0.37,2.23
2,e-jeep,7,thursday,3.58,18.77
3,bus,9,wednesday,4.82,34.68
1,jeepney,4,wednesday,4.68,11.91
3,bus,12,thursday,1.87,7.61
2,bus,6,thursday,1.14,4.51
3,e-jeep,9,monday,1.62,8.6
1,jeepney,22,friday,4.06,11.4
2,jeepney,9,tuesday,2.09,12.35
2,jeepney,1,wednesday,4.29,12.07
2,e-jeep,5,monday,1.29,3.14
1,bus,12,sunday,1.89,6.21
2,e-jeep,22,saturday,3.96,8.13
3,e-jeep,6,friday,5.82,17.58
1,jeepney,4,thursday,0.79,2.14
3,jeepney,10,friday,7.07,23.72
1,bus,23,monday,2.52,7.6
2,e-jeep,22,sunday,5.78,12.47
1,bus,13,tuesday,1.68,6.6
2,e-jeep,12,saturday,1.71,4.41
3,e-jeep,1,tuesday,7.12,18.08
3,bus,9,saturday,7.36,45.12
1,bus,15,thursday,7.94,31.49
1,e-jeep,3,friday,6.2,15.31
1,e-jeep,8,tuesday,4.2,23.05
3,jeepney,22,saturday,6.07,14.35
2,bus,6,thursday,0.59,2.46
1,bus,10,saturday,6.06,21.13
1,jeepney,17,saturday,2.17,10.67
2,jeepney,8,sunday,1.54,7.7
1,bus,5,wednesday,1.26,3.88
1,jeepney,21,sunday,0.39,1.17
2,e-jeep,5,tuesday,5.8,13.1
1,bus,14,saturday,0.67,2.28
3,bus,21,saturday,5.38,19.98
2,bus,14,monday,4.91,21.17
1,e-jeep,7,wednesday,7.3,41.83
2,jeepney,0,monday,2.9,8.13
1,bus,7,monday,6.44,44.48
3,jeepney,5,monday,3.5,9.96
2,e-jeep,17,saturday,1.76,8.76
2,bus,13,monday,2.09,8.92
1,e-jeep,0,thursday,5.34,13.9
2,jeepney,7,monday,5.37,33.74
2,bus,1,monday,7.12,23.11
2,bus,3,saturday,4.43,11.43
1,bus,8,monday,4.92,33.22
2,bus,21,sunday,5.64,20.16
3,bus,10,sunday,5.43,20.29
3,jeepney,18,thursday,3.24,19.2
3,jeepney,18,saturday,7.91,43.55
1,bus,9,tuesday,5.98,41.77
1,bus,1,tuesday,3.18,10.52
2,jeepney,6,saturday,0.59,1.6
2,bus,23,wednesday,1.33,4.38
3,jeepney,13,saturday,6.56,18.28
3,jeepney,10,wednesday,2.17,7.19
1,bus,21,saturday,5.84,19.97
3,e-jeep,10,tuesday,3.71,12.09
1,e-jeep,6,monday,5.18,16.49
1,jeepney,2,tuesday,4.86,12.31
1,jeepney,16,monday,3.58,21.81
3,jeepney,6,tuesday,3.56,11.67
2,e-jeep,18,thursday,7.75,44.39
1,e-jeep,11,thursday,3.21,9.68
3,e-jeep,19,saturday,3.64,18.27
1,e-jeep,12,thursday,6.88,19.82
3,e-jeep,17,tuesday,4.56,26.23
2,e-jeep,9,thursday,2.48,13.39
1,e-jeep,10,tuesday,5.8,18.29
1,jeepney,0,sunday,4.16,9.31
2,e-jeep,13,thursday,7.77,23.79
2,e-jeep,20,friday,0.85,2.4
2,jeepney,18,tuesday,1.8,11.02
3,e-jeep,11,friday,5.76,16.91
3,e-jeep,1,saturday,3.27,6.91
1,jeepney,15,monday,7.4,25.23
3,bus,0,saturday,5.43,16.01
2,bus,21,tuesday,2.26,8.89
1,bus,0,monday,6.24,19.52
2,e-jeep,22,friday,7.8,20.07
2,jeepney,5,sunday,3.59,8.08
3,bus,21,thursday,4.81,18.55
1,bus,3,saturday,4.71,12.51
2,jeepney,23,tuesday,7.46,20.22
1,e-jeep,5,sunday,4.09,9.12
2,bus,16,thursday,5.34,37.44
1,jeepney,11,tuesday,5.72,20.03
3,jeepney,3,thursday,4.67,13.05
1,jeepney,23,tuesday,6.53,18.32
2,e-jeep,20,friday,1.14,3.35
2,jeepney,2,thursday,1.26,3.61
3,jeepney,7,thursday,4.04,23.51
1,jeepney,8,sunday,7.66,39.33
1,jeepney,6,friday,6.4,21.77
2,bus,15,thursday,6.13,24.12
2,e-jeep,21,wednesday,8.0,22.84
3,e-jeep,12,thursday,5.0,13.94
1,e-jeep,0,thursday,7.0,17.07
1,jeepney,19,monday,6.99,43.91
1,bus,11,thursday,5.06,19.74
3,e-jeep,13,saturday,1.75,4.24
1,e-jeep,20,wednesday,7.03,19.62
2,bus,21,thursday,2.1,8.42
3,bus,2,wednesday,3.59,10.75
3,e-jeep,22,monday,5.95,14.77
3,jeepney,4,sunday,4.3,9.86
3,bus,1,tuesday,4.13,14.15
3,bus,14,tuesday,7.2,26.85
3,e-jeep,17,tuesday,2.17,12.5
3,bus,2,monday,3.65,11.29
2,jeepney,12,sunday,2.46,6.89
2,bus,21,monday,5.42,20.31
3,bus,15,monday,6.43,26.43
3,jeepney,19,monday,5.26,32.52
3,bus,23,saturday,3.24,8.82
2,bus,7,tuesday,2.3,17.31
1,jeepney,10,saturday,4.86,14.83
3,jeepney,11,tuesday,6.87,21.35
3,bus,0,wednesday,0.78,2.48
2,e-jeep,10,sunday,3.11,7.89
3,jeepney,21,friday,4.85,17.25
3,jeepney,14,wednesday,1.41,4.39
2,jeepney,21,thursday,1.44,4.97
3,bus,22,monday,4.91,16.21
1,bus,8,sunday,5.74,36.43
2,jeepney,9,saturday,7.74,43.89
1,e-jeep,22,tuesday,6.83,15.33
3,jeepney,23,monday,7.41,18.92
3,e-jeep,12,wednesday,7.88,23.05
1,jeepney,17,thursday,2.9,17.09
2,e-jeep,12,monday,4.36,13.55
1,bus,22,sunday,4.52,13.44
3,e-jeep,1,sunday,7.5,16.16
1,bus,18,tuesday,3.7,26.98
1,jeepney,6,sunday,6.06,16.93
2,jeepney,23,sunday,4.73,10.66
2,jeepney,13,saturday,6.78,18.4
2,jeepney,15,tuesday,7.58,26.91
3,bus,10,friday,3.64,15.43
2,bus,7,monday,1.21,8.95
3,e-jeep,19,tuesday,5.33,29.66
3,bus,21,monday,6.29,23.77
2,bus,8,saturday,5.33,34.44
1,jeepney,2,monday,4.07,10.57
1,bus,0,friday,4.71,14.9
3,e-jeep,23,monday,6.42,16.24
3,e-jeep,22,thursday,2.6,6.64
1,e-jeep,22,sunday,6.42,14.11
1,bus,12,friday,6.59,25.22
2,bus,2,friday,6.75,21.47
1,bus,6,saturday,7.21,26.43
3,bus,5,monday,4.57,13.95
1,jeepney,4,friday,1.89,5.33
2,bus,1,monday,7.85,25.1
3,e-jeep,5,thursday,7.82,18.3
2,jeepney,1,friday,7.27,20.05
2,bus,4,friday,4.08,13.46
3,e-jeep,17,friday,1.92,11.19
1,jeepney,1,tuesday,1.39,3.51
1,jeepney,19,friday,1.96,12.15
3,jeepney,19,thursday,0.87,5.49
3,e-jeep,5,thursday,3.81,8.54
2,bus,22,tuesday,4.43,15.22
2,bus,20,saturday,5.27,17.72
3,bus,20,sunday,4.24,15.59
2,jeepney,13,thursday,0.5,1.64
2,jeepney,3,friday,1.15,3.04
2,jeepney,20,monday,3.09,10.58
1,e-jeep,7,wednesday,0.38,2.11
2,jeepney,3,sunday,7.43,18.17
2,bus,18,sunday,6.51,44.02
3,e-jeep,18,sunday,2.47,12.16
1,jeepney,5,wednesday,7.59,20.6
3,e-jeep,21,sunday,4.39,11.28
2,e-jeep,18,tuesday,2.29,12.13
1,bus,21,tuesday,1.4,5.54
1,e-jeep,23,saturday,7.8,15.76
3,jeepney,19,thursday,5.74,36.65
2,e-jeep,16,wednesday,2.42,13.35
1,bus,9,saturday,6.91,40.78
2,e-jeep,2,saturday,0.91,1.83
1,jeepney,18,monday,0.95,5.96
1,e-jeep,13,saturday,4.22,10.62
2,e-jeep,16,saturday,7.98,35.64
1,bus,12,monday,5.05,18.95
1,bus,22,thursday,5.71,17.57
3,jeepney,21,sunday,7.99,21.62
3,bus,1,friday,3.75,12.67
1,bus,5,monday,3.13,10.64
1,e-jeep,13,thursday,3.22,9.86
2,jeepney,21,tuesday,6.7,21.15
2,jeepney,9,thursday,2.56,16.26
3,bus,18,thursday,1.97,14.79
3,bus,1,thursday,7.17,21.73
2,jeepney,0,friday,3.84,10.58
1,jeepney,11,saturday,1.73,5.13
2,jeepney,15,tuesday,0.95,3.16
2,jeepney,3,thursday,0.35,0.89
1,e-jeep,15,thursday,3.18,9.75
3,jeepney,8,monday,7.92,46.83
1,e-jeep,4,wednesday,6.05,15.77
1,bus,3,tuesday,2.49,8.46
3,e-jeep,10,monday,1.53,4.82
3,e-jeep,8,monday,3.54,19.16
3,bus,4,wednesday,6.08,18.62
3,e-jeep,23,saturday,6.79,14.43
1,jeepney,0,tuesday,1.5,4.0
1,bus,1,saturday,6.69,18.83
3,bus,0,thursday,4.0,13.26
2,jeepney,7,friday,1.47,8.89
2,jeepney,3,sunday,2.33,5.23
2,bus,6,thursday,5.74,21.88
3,bus,16,friday,1.7,11.46
3,bus,20,tuesday,2.07,8.8
2,jeepney,6,tuesday,3.58,11.72
1,jeepney,12,thursday,4.34,14.02
1,jeepney,10,thursday,3.99,13.28
1,bus,9,monday,2.37,17.86
3,e-jeep,13,tuesday,2.76,8.93
1,jeepney,1,saturday,6.03,14.66
2,e-jeep,19,monday,3.62,20.56
2,e-jeep,10,wednesday,1.16,3.39
3,bus,4,wednesday,3.08,9.39
3,bus,16,friday,3.16,22.44
3,jeepney,12,monday,7.13,25.26
3,bus,3,monday,4.82,14.47
1,bus,6,saturday,3.73,13.86
3,bus,10,wednesday,5.89,21.85
3,jeepney,23,tuesday,0.64,1.8
3,bus,8,sunday,6.87,40.79
2,e-jeep,14,saturday,5.82,14.25
2,jeepney,13,friday,7.47,24.88
1,jeepney,19,wednesday,5.66,36.47
3,jeepney,1,sunday,7.79,19.01
2,e-jeep,21,friday,7.0,19.53
2,jeepney,16,thursday,4.63,28.56
2,bus,6,tuesday,0.33,1.3
3,bus,0,sunday,4.25,11.82
3,bus,8,wednesday,6.86,51.57
3,e-jeep,3,tuesday,2.02,4.82
1,e-jeep,20,tuesday,7.55,23.49
2,jeepney,1,saturday,7.85,16.88
3,jeepney,3,monday,5.29,13.81
2,e-jeep,2,saturday,7.11,15.42
2,jeepney,19,wednesday,2.8,18.26
2,jeepney,7,saturday,7.73,42.96
3,jeepney,21,sunday,6.29,17.45
3,jeepney,23,saturday,3.24,7.33
3,bus,19,friday,1.89,13.87
2,e-jeep,6,friday,5.15,14.61
1,e-jeep,14,tuesday,5.92,17.95
2,jeepney,2,thursday,1.7,4.77
1,jeepney,18,thursday,7.56,48.29
1,e-jeep,9,tuesday,7.12,36.96
3,bus,6,monday,1.41,5.71
3,e-jeep,12,monday,5.88,18.73
3,jeepney,3,thursday,3.26,9.27
3,jeepney,1,tuesday,2.21,6.31
3,jeepney,19,monday,6.4,42.09
3,jeepney,23,sunday,2.91,6.53
1,jeepney,15,sunday,4.63,13.54
2,jeepney,10,thursday,1.49,5.35
2,bus,20,friday,1.25,4.75
3,jeepney,9,monday,4.24,24.38
1,jeepney,7,monday,2.05,12.66
3,e-jeep,9,tuesday,7.4,39.21
3,bus,3,thursday,1.61,5.49
2,jeepney,11,monday,5.04,17.89
1,jeepney,19,tuesday,1.67,10.07
1,bus,21,thursday,1.46,5.69
3,e-jeep,9,wednesday,7.04,39.86
3,e-jeep,11,wednesday,6.54,18.98
1,jeepney,4,sunday,5.35,12.77
2,e-jeep,23,sunday,6.35,13.3
1,jeepney,18,thursday,7.69,48.32
2,jeepney,4,tuesday,6.21,16.96
2,e-jeep,15,saturday,7.79,20.0
2,bus,4,sunday,7.57,19.73
2,e-jeep,17,thursday,4.45,24.3
1,bus,12,monday,4.77,19.32
3,bus,23,tuesday,5.71,19.08
1,jeepney,0,wednesday,4.6,11.43
1,jeepney,11,wednesday,6.84,21.54
2,jeepney,14,tuesday,6.73,22.25
1,e-jeep,6,sunday,2.03,5.09
3,jeepney,22,tuesday,3.21,9.26
2,e-jeep,1,saturday,1.12,2.31
3,e-jeep,5,monday,1.43,3.64
1,jeepney,0,friday,6.7,18.11
2,jeepney,23,tuesday,6.06,15.66
2,e-jeep,13,saturday,2.9,7.24
1,bus,9,monday,1.5,10.28
3,jeepney,5,friday,1.53,4.15
3,e-jeep,14,friday,5.78,18.04
3,bus,9,saturday,2.05,12.13
1,e-jeep,16,thursday,7.83,45.43
2,jeepney,19,monday,1.99,12.7
3,bus,19,sunday,0.89,5.46
2,e-jeep,20,saturday,3.42,9.1
2,jeepney,20,thursday,1.8,6.4
2,jeepney,19,sunday,6.82,38.88
1,e-jeep,17,monday,0.8,4.3
1,e-jeep,17,tuesday,5.22,30.78
1,e-jeep,18,friday,0.65,3.29
1,e-jeep,1,wednesday,1.02,2.53
2,e-jeep,12,friday,1.8,5.19
2,bus,4,saturday,5.5,15.73
3,bus,3,friday,6.52,22.1
2,bus,15,friday,6.99,30.19
1,jeepney,21,thursday,0.91,2.97
1,bus,6,sunday,5.55,20.48
1,bus,16,friday,7.94,56.76
2,bus,14,sunday,1.31,4.71
2,bus,1,saturday,6.26,17.74
3,jeepney,19,monday,7.68,46.05
1,e-jeep,0,tuesday,6.2,15.35
2,jeepney,3,thursday,2.72,6.78
1,jeepney,8,friday,3.1,20.11
3,jeepney,14,wednesday,7.89,24.43
3,e-jeep,4,monday,7.78,18.71
2,e-jeep,12,thursday,6.9,19.4
2,jeepney,11,friday,6.81,21.17
1,e-jeep,21,thursday,4.2,13.1
1,bus,19,saturday,0.74,4.47
3,bus,0,tuesday,6.87,22.75
3,jeepney,12,sunday,0.86,2.54
3,e-jeep,2,wednesday,3.89,9.13
1,e-jeep,2,tuesday,5.93,13.34
2,e-jeep,6,thursday,2.83,8.75
2,bus,6,saturday,6.01,22.28
